# (x,y) coordinates of a random walk with 6400 points
0 0
0.842414 -0.258861
0.264976 -1.46749
1.53894 -1.49027
1.5256 -0.106059
2.91588 0.729778
2.99848 -0.652719
3.53379 -1.43835
2.97884 -2.07031
2.10847 -1.38406
1.36219 -2.03157
0.254832 -1.50859
-1.07984 -1.23734
-2.09284 -1.36419
-1.63779 -2.15691
-1.36218 -1.21529
-0.191981 -2.17059
0.761956 -0.849604
0.328888 -1.16013
-1.06905 -1.16863
-1.04051 -1.12118
-0.23022 -1.48331
0.344874 -0.924423
-0.465638 0.428471
-1.13742 0.197655
-1.69975 0.648771
-2.47766 -0.14279
-2.28906 0.335843
-1.24614 0.243636
-1.83423 0.60802
-2.23863 0.45526
-3.38117 -0.476329
-3.28184 -0.0209136
-3.88072 0.763897
-3.22212 1.49726
-2.67706 2.65059
-1.82844 2.62724
-1.99886 3.93389
-2.59635 4.06887
-1.70744 3.48372
-0.585267 2.76674
-1.71814 3.36134
-2.03783 2.58562
-3.15477 3.2797
-4.32176 3.13343
-3.87794 3.1764
-2.52884 2.32687
-2.08204 1.63508
-1.7792 0.258839
-1.71674 -0.70383
-1.6954 -0.247441
-2.85607 -0.540364
-1.87614 -0.811397
-1.34146 -0.0331987
-0.815448 0.1688
0.040736 1.29009
-0.121355 0.914344
-1.44827 1.81303
-1.40563 1.54077
-2.19504 1.29484
-3.18016 1.05432
-1.9216 0.457887
-2.98567 0.635954
-4.36752 -0.531507
-3.83865 0.0370771
-2.44189 0.899968
-3.18725 0.976053
-4.04963 2.14518
-4.47765 2.36767
-3.38572 3.01839
-4.31896 3.39682
-4.6332 2.5798
-3.90639 2.36581
-4.24602 3.717
-4.81818 4.70517
-5.95996 3.38198
-7.32419 1.98549
-5.92834 3.1725
-6.89266 3.64973
-6.12506 4.77326
-5.30496 6.11254
-5.5814 7.3789
-4.21783 7.3359
-5.52604 7.60583
-5.79965 6.98967
-6.71104 6.10313
-6.12128 5.04623
-7.39001 5.66973
-7.31987 5.18958
-6.79447 4.06499
-5.91361 5.06827
-6.20287 5.43016
-5.17034 5.99751
-4.54241 6.0984
-4.62099 7.1524
-4.17165 8.18776
-5.22287 7.00498
-5.51159 7.28245
-5.68234 6.27316
-6.54392 5.1386
-6.85282 6.40742
-7.44762 6.56779
-6.08838 7.35302
-6.22026 7.82339
-5.82154 6.82517
-5.20462 7.53313
-6.61542 8.71775
-7.54019 8.10469
-7.61935 7.19874
-7.14797 7.40685
-6.11677 6.6785
-7.24226 6.10352
-7.13932 5.06659
-7.11928 4.71252
-7.9613 4.36421
-8.33122 3.36632
-7.56917 2.90553
-7.14721 2.21292
-6.9473 3.49486
-7.90693 2.89687
-9.07128 2.62733
-7.87995 2.02786
-8.12279 2.25735
-8.6432 3.60131
-9.50203 3.85106
-9.99804 5.0983
-11.2836 4.94396
-11.0603 5.95271
-10.9772 6.66936
-9.59552 7.20016
-10.821 8.52832
-10.2757 7.80059
-11.1925 9.06502
-10.4089 8.05402
-9.93078 8.38036
-9.50148 7.183
-8.91461 8.28286
-8.00344 7.22406
-8.08119 7.48135
-6.85162 7.60911
-7.92437 6.54279
-7.8471 6.5127
-7.63103 7.02159
-8.97974 5.65707
-9.44929 4.89758
-8.1328 6.14837
-7.8314 6.23935
-7.50027 4.8833
-7.04984 4.51949
-5.86999 5.29556
-5.19034 5.72193
-3.81888 4.50727
-3.66022 4.82903
-2.65037 5.67423
-2.94011 5.84092
-1.84601 6.7723
-3.08086 5.78266
-3.0869 4.69555
-1.74003 3.65761
-1.08387 2.76235
-0.187804 1.38514
0.698862 2.37099
2.02132 2.39109
1.60365 1.27942
0.942096 0.0250536
0.974698 1.13252
1.96471 1.14699
3.07661 2.02291
1.7033 3.34661
2.22379 3.64911
0.887073 3.95624
0.712193 4.18612
1.8215 4.1686
3.16451 4.98713
1.96565 5.09799
0.779916 5.06541
